Customer_ID,Full_Name,Email,Signup_Channel
C0547,Jennifer Stewart,j.stewart14@email.com,Online
C0548,Megan Moss,m.moss29@email.com,In store
C0549,Joseph Barrett,j.barrett17@email.com,Online
C0550,Patricia Snyder,p.snyder63@email.com,Online
C0551,Rachel Cruz,r.cruz75@email.com,In store
C0552,Ryan King,r.king74@email.com,In store
C0553,Brian Schmidt,b.schmidt40@email.com,App
C0554,Heather Edwards,h.edwards30@email.com,In store
C0555,Daniel Jones,d.jones84@email.com,Online
C0556,Jasmine Rivera,j.rivera18@email.com,Online
C0557,Todd Blevins,t.blevins36@email.com,In store
C0558,Timothy Gray,t.gray71@email.com,Online
C0559,Jesse Jackson,j.jackson98@email.com,Online
C0560,Kevin Frank,k.frank81@email.com,Online
C0561,Elizabeth Mcdaniel,e.mcdaniel95@email.com,In store
C0562,Nicholas Martinez,n.martinez35@email.com,In store
C0563,Meagan Myers,m.myers78@email.com,Online
C0564,Heather Dunlap,h.dunlap87@email.com,App
C0565,Leslie Moore,l.moore72@email.com,App
C0566,Joel Williams,j.williams79@email.com,App
C0567,Morgan Atkinson,m.atkinson26@email.com,In store
C0568,Nicholas Moore,n.moore61@email.com,Online
C0569,Joanna Ballard,j.ballard33@email.com,App
C0570,Jim Sullivan,j.sullivan56@email.com,In store
C0571,Emily Serrano,e.serrano60@email.com,Online
C0572,Patricia Rosario,p.rosario30@email.com,In store
C0573,Kimberly Hammond,k.hammond78@email.com,App
C0574,James Bailey,j.bailey53@email.com,App
C0575,Joe Wright,j.wright92@email.com,In store
C0576,Chris Frazier,c.frazier89@email.com,App
C0577,Debra Carr,d.carr90@email.com,In store
C0578,Vincent Robertson,v.robertson61@email.com,App
C0579,Kayla Williams,k.williams32@email.com,In store
C0580,Cindy Silva,c.silva25@email.com,Online
C0581,Michael Moreno,m.moreno67@email.com,Online
C0582,Lisa Brown,l.brown87@email.com,App
C0583,Derrick Bishop,d.bishop63@email.com,Online
C0584,Patrick Larsen,p.larsen94@email.com,In store
C0585,William Lopez,w.lopez13@email.com,Online
C0586,Jennifer Berger,j.berger43@email.com,Online
C0587,Craig Lawrence,c.lawrence53@email.com,Online
C0588,Rebecca Clark,r.clark78@email.com,In store
C0589,Amanda Owens,a.owens62@email.com,In store
C0590,John Harris,j.harris79@email.com,App
C0591,Christopher Mendoza,c.mendoza42@email.com,Online
C0592,Julie Carter,j.carter45@email.com,Online
C0593,Matthew Ryan,m.ryan60@email.com,In store
C0594,Thomas Johnson,t.johnson53@email.com,Online
C0595,Michael White,m.white48@email.com,In store
C0596,Adam Kelly,a.kelly67@email.com,Online
C0597,Chad Peterson,c.peterson32@email.com,App
C0598,Katie Saunders,k.saunders54@email.com,Online
C0599,Brandy Wong,b.wong98@email.com,App
C0600,Sarah King,s.king64@email.com,In store
C0601,Amber Pineda,a.pineda47@email.com,App
C0602,Jonathan Lang,j.lang31@email.com,In store
C0603,Nicole Davis,n.davis20@email.com,Online
C0604,David Mueller,d.mueller12@email.com,App
C0605,Joseph Mitchell,j.mitchell16@email.com,App
C0606,Jessica Ramsey,j.ramsey43@email.com,App
C0607,Dana Wilcox,d.wilcox14@email.com,App
C0608,Scott Serrano,s.serrano45@email.com,In store
C0609,Aaron Hill,a.hill65@email.com,In store
C0610,Ralph Collins,r.collins36@email.com,In store
C0611,Roger Williamson,r.williamson36@email.com,In store
C0612,Rachel Butler,r.butler24@email.com,In store
C0613,Robert Martinez,r.martinez63@email.com,Online
C0614,Jason Gonzalez,j.gonzalez43@email.com,App
C0615,Lauren Munoz,l.munoz55@email.com,App
C0616,Shannon Wheeler,s.wheeler30@email.com,In store
C0617,Gabriela Hoffman,g.hoffman48@email.com,App
C0618,Joshua Arellano,j.arellano98@email.com,App
C0619,Samantha Wilson,s.wilson59@email.com,Online
C0620,Denise Joseph,d.joseph67@email.com,Online
C0621,Scott Ramos,s.ramos83@email.com,Online
C0622,Stephanie Williams,s.williams33@email.com,Online
C0623,Trevor Murray,t.murray68@email.com,In store
C0624,Christopher Preston,c.preston35@email.com,Online
C0625,Matthew Harris,m.harris92@email.com,In store
C0626,Amanda Brock,a.brock20@email.com,Online
C0627,Stacey Malone,s.malone67@email.com,Online
C0628,Robert Carter,r.carter43@email.com,Online
C0629,Jessica York,j.york25@email.com,App
C0630,Tara Sanders,t.sanders10@email.com,In store
C0631,Savannah Davis,s.davis37@email.com,App
C0632,Alexis Crawford,a.crawford89@email.com,Online
C0633,Matthew Robinson,m.robinson41@email.com,App
C0634,Arthur Gilbert,a.gilbert74@email.com,In store
C0635,David Young,d.young98@email.com,App
C0636,Angelica Knox,a.knox20@email.com,Online
C0637,Heather Browning,h.browning43@email.com,Online
C0638,Jacob Curtis,j.curtis53@email.com,Online
C0639,Amanda Jones,a.jones81@email.com,In store
C0640,Danielle Mills,d.mills77@email.com,Online
C0641,Mary Ramirez,m.ramirez94@email.com,In store
C0642,Kayla Sosa,k.sosa41@email.com,App
C0643,Heather Gonzalez,h.gonzalez87@email.com,In store
C0644,Ashley Bennett,a.bennett88@email.com,App
C0645,Jasmine Howard,j.howard31@email.com,App
C0646,Bryan Ferguson,b.ferguson79@email.com,App
C0647,Albert Graham,a.graham75@email.com,Online
C0648,Gregory Bell,g.bell96@email.com,Online
C0649,Kyle Walker,k.walker84@email.com,In store
C0650,Hannah Watkins,h.watkins31@email.com,In store
C0651,Anthony Meadows,a.meadows86@email.com,In store
C0652,Ronald Mcbride,r.mcbride56@email.com,Online
C0653,Amy Davis,a.davis31@email.com,In store
C0654,Tammy Gentry,t.gentry91@email.com,Online
C0655,Michael Roberts,m.roberts47@email.com,In store
C0656,Louis Castro,l.castro98@email.com,In store
C0657,David Nichols,d.nichols54@email.com,Online
C0658,Ann Ferguson,a.ferguson17@email.com,In store
C0659,David Hart,d.hart24@email.com,In store
C0660,Stephanie Gutierrez,s.gutierrez42@email.com,In store
C0661,Ralph Cunningham,r.cunningham19@email.com,Online
C0662,Christina Smith,c.smith64@email.com,Online
C0663,Jacob Wagner,j.wagner72@email.com,App
C0664,Ryan Anderson,r.anderson44@email.com,In store
C0665,Mark Harris,m.harris95@email.com,In store
C0666,Trevor Waters,t.waters75@email.com,In store
C0667,Anthony Francis,a.francis82@email.com,App
C0668,Sherry Rodriguez,s.rodriguez47@email.com,App
C0669,Lonnie Lynch,l.lynch87@email.com,In store
C0670,Andrew Yates,a.yates42@email.com,In store
C0671,Ashley Watkins,a.watkins89@email.com,App
C0672,Brian Martin,b.martin60@email.com,Online
C0673,Krista Smith,k.smith23@email.com,App
C0674,Amy Phillips,a.phillips54@email.com,In store
C0675,Jonathan May,j.may70@email.com,In store
C0676,Edward Brooks,e.brooks81@email.com,In store
C0677,Kevin Johnson,k.johnson87@email.com,Online
C0678,Lauren Munoz,l.munoz59@email.com,App
C0679,Beth Cole,b.cole51@email.com,Online
C0680,Lisa Garcia,l.garcia29@email.com,App
C0681,Chelsea Wilson,c.wilson75@email.com,In store
C0682,Angela Johnson,a.johnson32@email.com,App
C0683,Stefanie Schultz,s.schultz20@email.com,In store
C0684,Marilyn Bowen,m.bowen86@email.com,App
C0685,Maria Thomas,m.thomas79@email.com,App
C0686,Nicole Bailey,n.bailey18@email.com,Online
C0687,Rachel Nelson,r.nelson68@email.com,App
C0688,Deanna Mendez,d.mendez12@email.com,In store
C0689,Deborah Taylor,d.taylor39@email.com,Online
C0690,Angela Lara,a.lara11@email.com,In store
C0691,Michael Hernandez,m.hernandez90@email.com,In store
C0692,Alejandra Barnes,a.barnes38@email.com,In store
C0693,Sean Sullivan,s.sullivan13@email.com,Online
C0694,Gregory Richards,g.richards49@email.com,App
C0695,Amy Taylor,a.taylor22@email.com,Online
C0696,Bryce Davies,b.davies82@email.com,Online
C0697,Daisy Carter,d.carter50@email.com,App
C0698,Rachel Lopez,r.lopez51@email.com,Online
C0699,Randall Jones,r.jones70@email.com,Online
C0700,Christopher Anderson,c.anderson77@email.com,In store
C0701,Laura Soto,l.soto40@email.com,App
C0702,Thomas Jimenez,t.jimenez52@email.com,In store
C0703,Trevor Anderson,t.anderson38@email.com,App
C0704,Samuel Gutierrez,s.gutierrez67@email.com,In store
C0705,Danny Salazar,d.salazar89@email.com,In store
C0706,Kyle Wilson,k.wilson94@email.com,Online
C0707,Matthew Cole,m.cole11@email.com,In store
C0708,Frances Coleman,f.coleman46@email.com,In store
C0709,Whitney Brown,w.brown55@email.com,Online
C0710,Destiny Thomas,d.thomas57@email.com,App
C0711,Christopher Delacruz,c.delacruz17@email.com,App
C0712,Terri Henderson,t.henderson86@email.com,App
C0713,Michael Campbell,m.campbell82@email.com,In store
C0714,Randall Harris,r.harris84@email.com,App
C0715,Adam Davis,a.davis92@email.com,Online
C0716,Rachel Le,r.le95@email.com,App
C0717,Brent Rodriguez,b.rodriguez85@email.com,App
C0718,Brittany Marquez,b.marquez39@email.com,Online
C0719,Michael Riley,m.riley14@email.com,In store
C0720,Jonathan Lee,j.lee54@email.com,Online
C0721,Michael Flores,m.flores21@email.com,App
C0722,Tracy Ashley,t.ashley75@email.com,App
C0723,Pamela Jackson,p.jackson61@email.com,App
C0724,Alice Smith,a.smith41@email.com,App
C0725,Matthew Porter,m.porter15@email.com,Online
C0726,Kristy Turner,k.turner98@email.com,App
C0727,Deanna Leach,d.leach22@email.com,App
C0728,Robert Hoffman,r.hoffman53@email.com,Online
C0729,Stephen Rivera,s.rivera18@email.com,Online
C0730,Patrick Hayes,p.hayes68@email.com,In store
C0731,Susan Butler,s.butler39@email.com,Online
C0732,Jessica Travis,j.travis53@email.com,In store
C0733,Amanda Morris,a.morris25@email.com,Online
C0734,Linda Newman,l.newman95@email.com,Online
C0735,Mark Thompson,m.thompson83@email.com,In store
C0736,Jeff Klein,j.klein11@email.com,App
C0737,Rachel Reed,r.reed51@email.com,In store
C0738,Elizabeth Mccall,e.mccall30@email.com,App
C0739,Joshua Cook,j.cook69@email.com,Online
C0740,Christine Key,c.key13@email.com,In store
C0741,Joann Kaiser,j.kaiser98@email.com,Online
C0742,Donald Gray,d.gray85@email.com,Online
C0743,Shirley Freeman,s.freeman59@email.com,In store
C0744,Melissa Smith,m.smith85@email.com,Online
C0745,Caitlin Richards,c.richards35@email.com,In store
C0746,Matthew Robinson,m.robinson46@email.com,App
C0747,Maria Knight,m.knight27@email.com,Online
C0748,Steven Clark,s.clark26@email.com,Online
C0749,David Fields,d.fields90@email.com,App
C0750,Nancy Palmer,n.palmer64@email.com,App
C0751,Cheryl Shepard,c.shepard74@email.com,In store
C0752,Jeff George,j.george81@email.com,Online
C0753,Kayla Wilkinson,k.wilkinson45@email.com,App
C0754,Jason Brown,j.brown13@email.com,In store
C0755,Frank Chung,f.chung20@email.com,App
C0756,Kimberly Day,k.day12@email.com,Online
C0757,Kristine Espinoza,k.espinoza21@email.com,In store
C0758,Steven Lewis,s.lewis82@email.com,In store
C0759,Benjamin Fletcher,b.fletcher31@email.com,Online
C0760,Joseph Oconnor,j.oconnor15@email.com,In store
C0761,Amanda Yang,a.yang88@email.com,In store
C0762,Edward Ruiz,e.ruiz64@email.com,Online
C0763,Daniel Cook,d.cook61@email.com,App
C0764,Alan Craig,a.craig71@email.com,In store
C0765,Brandon Wallace,b.wallace83@email.com,In store
C0766,Darlene Nguyen,d.nguyen28@email.com,App
C0767,Ruth Cardenas,r.cardenas37@email.com,Online
C0768,Deborah Lewis,d.lewis28@email.com,App
C0769,Tamara Zimmerman,t.zimmerman40@email.com,Online
C0770,Michael Francis,m.francis71@email.com,Online
C0771,Jody Allen,j.allen59@email.com,App
C0772,Rachel Rivas,r.rivas68@email.com,Online
C0773,Sandra Henry,s.henry67@email.com,App
C0774,Amy Schneider,a.schneider18@email.com,In store
C0775,Timothy Cain,t.cain50@email.com,App
C0776,Ryan Walsh,r.walsh67@email.com,In store
C0777,Michael Lynn,m.lynn77@email.com,Online
C0778,Caleb Porter,c.porter33@email.com,App
C0779,Vincent Hall,v.hall89@email.com,Online
C0780,Richard Garcia,r.garcia90@email.com,App
C0781,Karen Johnson,k.johnson12@email.com,App
C0782,James Scott,j.scott76@email.com,In store
C0783,Amanda Martinez,a.martinez29@email.com,In store
C0784,Linda Hoover,l.hoover15@email.com,In store
C0785,Jason Cook,j.cook52@email.com,Online
C0786,Kelly Smith,k.smith36@email.com,Online
C0787,Michelle Robinson,m.robinson27@email.com,Online
C0788,Tiffany Nguyen,t.nguyen24@email.com,App
C0789,Makayla Shelton,m.shelton85@email.com,Online
C0790,Paul Harris,p.harris30@email.com,In store
C0791,Amanda Shaw,a.shaw10@email.com,App
C0792,Daniel Morrison,d.morrison64@email.com,In store
C0793,Jennifer Wallace,j.wallace56@email.com,In store
C0794,Ashley Lynch,a.lynch48@email.com,App
C0795,Seth Woods,s.woods36@email.com,In store
C0796,Linda Garcia,l.garcia59@email.com,App
C0797,Julie White,j.white64@email.com,In store
C0798,Mark Greene,m.greene37@email.com,In store
C0799,Emily Schultz,e.schultz91@email.com,App
C0800,Jennifer James,j.james25@email.com,App
C0801,Jody Harvey,j.harvey96@email.com,Online
C0802,David Robinson,d.robinson65@email.com,App
C0803,Tabitha Smith,t.smith37@email.com,Online
C0804,Christine Woods,c.woods76@email.com,App
C0805,Eric Lee,e.lee25@email.com,App
C0806,Luis Abbott,l.abbott92@email.com,Online
C0807,Janet Reyes,j.reyes58@email.com,Online
C0808,Michael Aguirre,m.aguirre27@email.com,Online
C0809,Dawn Williams,d.williams25@email.com,App
C0810,Joseph Flynn,j.flynn62@email.com,App
C0811,John Richards,j.richards89@email.com,In store
C0812,Loretta Stein,l.stein30@email.com,In store
C0813,Michael Gordon,m.gordon66@email.com,Online
C0814,Amanda Carey,a.carey56@email.com,Online
C0815,Aaron Smith,a.smith57@email.com,App
C0816,Bobby Walker,b.walker96@email.com,Online
C0817,Seth Boyer,s.boyer39@email.com,In store
C0818,Michael Sandoval,m.sandoval59@email.com,In store
C0819,April King,a.king25@email.com,In store
C0820,John Jones,j.jones12@email.com,Online
C0821,Troy Scott,t.scott70@email.com,Online
C0822,Ronald Gould,r.gould35@email.com,Online
C0823,Randy Scott,r.scott75@email.com,App
C0824,Patrick Fuentes,p.fuentes26@email.com,Online
C0825,Joshua Ayala,j.ayala79@email.com,Online
C0826,Edwin Ray,e.ray66@email.com,In store
C0827,Kayla Green,k.green66@email.com,Online
C0828,Nathaniel Stewart,n.stewart85@email.com,In store
C0829,Adam Kelly,a.kelly25@email.com,Online
C0830,David Wilson,d.wilson43@email.com,App
C0831,Christopher Pugh,c.pugh76@email.com,App
C0832,Christopher Castro,c.castro50@email.com,App
C0833,Michael Neal,m.neal38@email.com,Online
C0834,Wanda Jones,w.jones73@email.com,App
C0835,Caleb Gonzalez,c.gonzalez86@email.com,App
C0836,Daniel Kelley,d.kelley86@email.com,In store
C0837,Nicole Wilson,n.wilson38@email.com,Online
C0838,Brittany Galvan,b.galvan24@email.com,In store
C0839,Jennifer Robles,j.robles54@email.com,Online
C0840,Kenneth Stone,k.stone47@email.com,Online
C0841,Christian Patrick,c.patrick80@email.com,App
C0842,Daniel Phillips,d.phillips85@email.com,App
C0843,Emily Rios,e.rios14@email.com,App
C0844,Tiffany Lewis,t.lewis40@email.com,In store
C0845,Daniel Walls,d.walls62@email.com,Online
C0846,Tyler Brady,t.brady10@email.com,Online
C0847,Daniel Lutz,d.lutz78@email.com,In store
C0848,Kevin Nelson,k.nelson24@email.com,In store
C0849,James Richmond,j.richmond61@email.com,Online
C0850,Carl Jones,c.jones33@email.com,App
C0851,Travis Hicks,t.hicks56@email.com,App
C0852,Andrea King,a.king40@email.com,App
C0853,Jennifer Ho,j.ho86@email.com,App
C0854,Angela Jones,a.jones63@email.com,Online
C0855,Robert Ford,r.ford92@email.com,Online
C0856,Nathan Meyer,n.meyer89@email.com,App
C0857,James Collins,j.collins98@email.com,Online
C0858,Caroline Fisher,c.fisher63@email.com,App
C0859,Dalton Bradley,d.bradley89@email.com,App
C0860,Cody Allen,c.allen63@email.com,In store
C0861,Rebecca Trujillo,r.trujillo49@email.com,App
C0862,Emily Garcia,e.garcia33@email.com,App
C0863,Laura Blake,l.blake46@email.com,App
C0864,Emily Russo,e.russo43@email.com,Online
C0865,Michael Sanchez,m.sanchez33@email.com,In store
C0866,Robert Chambers,r.chambers13@email.com,In store
C0867,William Schultz,w.schultz59@email.com,Online
C0868,Richard Espinoza,r.espinoza87@email.com,Online
C0869,Joy Chase,j.chase45@email.com,App
C0870,Michael Welch,m.welch44@email.com,In store
C0871,Renee Gill,r.gill45@email.com,App
C0872,Paul Williams,p.williams20@email.com,App
C0873,Colin Perez,c.perez58@email.com,App
C0874,Holly Simmons,h.simmons66@email.com,In store
C0875,Susan Hart,s.hart96@email.com,App
C0876,Timothy Cunningham,t.cunningham65@email.com,Online
C0877,Brian Morgan,b.morgan13@email.com,In store
C0878,Robert Obrien,r.obrien34@email.com,Online
C0879,Edward Rose,e.rose28@email.com,Online
C0880,Robert Dominguez,r.dominguez93@email.com,Online
C0881,Devin Mcclure,d.mcclure79@email.com,In store
C0882,Christopher Peterson,c.peterson80@email.com,In store
C0883,Katherine Smith,k.smith39@email.com,Online
C0884,Tamara Gordon,t.gordon57@email.com,Online
C0885,Brenda Berry,b.berry39@email.com,App
C0886,Caitlin Alvarez,c.alvarez13@email.com,Online
C0887,Timothy Chapman,t.chapman76@email.com,Online
C0888,Jason Strickland,j.strickland36@email.com,Online
C0889,Tyler Smith,t.smith54@email.com,App
C0890,Logan Kennedy,l.kennedy44@email.com,In store
C0891,Stephanie Christian,s.christian64@email.com,Online
C0892,Sharon King,s.king96@email.com,App
C0893,William Smith,w.smith82@email.com,App
C0894,Ashley Padilla,a.padilla49@email.com,Online
C0895,Justin Mcbride,j.mcbride40@email.com,App
C0896,Tanya Mcconnell,t.mcconnell26@email.com,App
C0897,Kimberly Hall,k.hall75@email.com,In store
C0898,Randall Ruiz,r.ruiz86@email.com,App
C0899,Natasha Lee,n.lee31@email.com,App
C0900,Larry Alexander,l.alexander95@email.com,Online
C0901,Mary Robinson,m.robinson15@email.com,Online
C0902,Shawn Smith,s.smith13@email.com,In store
C0903,Nancy Brooks,n.brooks50@email.com,In store
C0904,Douglas Guzman,d.guzman60@email.com,In store
C0905,Linda Johnson,l.johnson11@email.com,App
C0906,Melissa Marshall,m.marshall54@email.com,In store
C0907,Elaine Carpenter,e.carpenter48@email.com,In store
C0908,Kimberly Duarte,k.duarte63@email.com,Online
C0909,Henry Johnson,h.johnson27@email.com,In store
C0910,Dana Mann,d.mann23@email.com,In store
C0911,David Glass,d.glass49@email.com,In store
C0912,Joseph Barnes,j.barnes98@email.com,In store
C0913,Kevin Anthony,k.anthony96@email.com,App
C0914,Janet Taylor,j.taylor57@email.com,Online
C0915,Morgan Valencia,m.valencia98@email.com,In store
C0916,Benjamin Fleming,b.fleming63@email.com,App
C0917,Connie Carroll,c.carroll33@email.com,In store
C0918,Lisa Whitaker,l.whitaker51@email.com,App
C0919,Elizabeth Shaffer,e.shaffer93@email.com,Online
C0920,Michelle Alexander,m.alexander59@email.com,In store
C0921,Robert Fitzgerald,r.fitzgerald37@email.com,App
C0922,Drew Gordon,d.gordon36@email.com,In store
C0923,Megan Cowan,m.cowan77@email.com,App
C0924,Spencer Reynolds,s.reynolds93@email.com,Online
C0925,Dean Waters,d.waters67@email.com,Online
C0926,Michael Love,m.love69@email.com,In store
C0927,Amy Landry,a.landry28@email.com,In store
C0928,Pam Barber,p.barber70@email.com,In store
C0929,Jeanette Duncan,j.duncan58@email.com,App
C0930,Kevin Robinson,k.robinson43@email.com,Online
C0931,David Walker,d.walker69@email.com,App
C0932,Stephen Morales,s.morales91@email.com,Online
C0933,Antonio Acosta,a.acosta38@email.com,App
C0934,William Holmes,w.holmes54@email.com,App
C0935,Judy Walker,j.walker18@email.com,App
C0936,Sarah Strickland,s.strickland44@email.com,Online
C0937,Alyssa Mills,a.mills47@email.com,App
C0938,Lauren Ellis,l.ellis38@email.com,Online
C0939,Cathy Morgan,c.morgan79@email.com,App
C0940,Jacqueline Rivera,j.rivera82@email.com,In store
C0941,Jennifer Carr,j.carr54@email.com,In store
C0942,Shelley Miller,s.miller62@email.com,Online
C0943,Alexandra Moreno,a.moreno13@email.com,App
C0944,Kayla Werner,k.werner28@email.com,App
C0945,Holly Reeves,h.reeves20@email.com,App
C0946,Kimberly Hicks,k.hicks41@email.com,In store
C0947,Michael Gonzalez,m.gonzalez23@email.com,In store
C0948,Gabrielle Wade,g.wade78@email.com,In store
C0949,Sherry Jimenez,s.jimenez23@email.com,App
C0950,Sandra Garcia,s.garcia21@email.com,In store
C0951,Christopher Torres,c.torres93@email.com,Online
C0952,Brandon Ritter,b.ritter27@email.com,In store
C0953,Christina Spencer,c.spencer13@email.com,Online
C0954,Lisa Fields,l.fields41@email.com,In store
C0955,Eric Booth,e.booth88@email.com,App
C0956,Stephanie Ramirez,s.ramirez24@email.com,Online
C0957,Joseph Reed,j.reed63@email.com,App
C0958,Melissa Sanford,m.sanford76@email.com,Online
C0959,Audrey Mcdowell,a.mcdowell17@email.com,App
C0960,Julie Dixon,j.dixon72@email.com,In store
C0961,Timothy Wilson,t.wilson26@email.com,Online
C0962,Angela Shaffer,a.shaffer54@email.com,Online
C0963,Felicia Glover,f.glover89@email.com,App
C0964,Craig Harrison,c.harrison48@email.com,Online
C0965,Jennifer Allen,j.allen86@email.com,App
C0966,Sandra Stevens,s.stevens41@email.com,In store
C0967,Marvin Davis,m.davis91@email.com,In store
C0968,Bryan Lee,b.lee73@email.com,Online
C0969,Richard Mitchell,r.mitchell33@email.com,App
C0970,Ashley Ramos,a.ramos72@email.com,Online
C0971,Maria Mitchell,m.mitchell65@email.com,In store
C0972,Kelly Bradshaw,k.bradshaw82@email.com,Online
C0973,Sonia Baker,s.baker47@email.com,Online
C0974,Jack Jacobs,j.jacobs69@email.com,App
C0975,Brian Oconnor,b.oconnor64@email.com,In store
C0976,Melinda Garcia,m.garcia30@email.com,Online
C0977,Barry Luna,b.luna34@email.com,Online
C0978,Rodney Church,r.church47@email.com,Online
C0979,Mallory Miller,m.miller84@email.com,In store
C0980,James King,j.king13@email.com,App
C0981,John Thomas,j.thomas71@email.com,Online
C0982,Colton Carter,c.carter64@email.com,In store
C0983,Gary Mitchell,g.mitchell81@email.com,App
C0984,Nancy Shepherd,n.shepherd93@email.com,In store
C0985,Elizabeth Mcclain,e.mcclain77@email.com,In store
C0986,Kevin Allen,k.allen30@email.com,App
C0987,Cindy Anderson,c.anderson79@email.com,Online
C0988,Alexandra Price,a.price44@email.com,App
C0989,Ashley Johnson,a.johnson42@email.com,In store
C0990,Angela Rice,a.rice16@email.com,In store
C0991,Sherry Arias,s.arias36@email.com,In store
C0992,Ryan Gutierrez,r.gutierrez49@email.com,Online
C0993,Cindy Johnson,c.johnson44@email.com,In store
C0994,Jennifer Soto,j.soto48@email.com,App
C0995,Melissa Allen,m.allen54@email.com,App
C0996,Brett Peterson,b.peterson12@email.com,In store
C0997,Richard Ball,r.ball61@email.com,Online
C0998,Sarah Hudson,s.hudson63@email.com,App
C0999,Aaron Allison,a.allison43@email.com,App
C1000,Kelly Pham,k.pham37@email.com,In store
C1001,Laura Davis,l.davis75@email.com,In store
C1002,Craig Blair,c.blair75@email.com,In store
C1003,Michelle Craig,m.craig25@email.com,In store
C1004,Jeremiah Mcguire,j.mcguire84@email.com,In store
C1005,Eric Brown,e.brown24@email.com,App
C1006,Lisa Aguilar,l.aguilar81@email.com,In store
C1007,Melissa Howell,m.howell19@email.com,Online
C1008,Andrew Long,a.long27@email.com,In store
C1009,Monica Blanchard,m.blanchard25@email.com,Online
C1010,Judith Proctor,j.proctor61@email.com,App
C1011,Christina Jones,c.jones66@email.com,App
C1012,Tiffany Boyd,t.boyd49@email.com,Online
C1013,Lisa Chapman,l.chapman89@email.com,Online
C1014,Mackenzie Robinson,m.robinson27@email.com,App
C1015,Kimberly Lee,k.lee45@email.com,App
C1016,Roger Wallace,r.wallace50@email.com,In store
C1017,Jonathan Christensen,j.christensen90@email.com,Online
C1018,Robert Jimenez,r.jimenez80@email.com,Online
C1019,Mia Ramirez,m.ramirez33@email.com,In store
C1020,Kevin Acosta,k.acosta74@email.com,Online
C1021,Mary Diaz,m.diaz23@email.com,App
C1022,Kelly Reed,k.reed91@email.com,In store
C1023,Claudia Wilson,c.wilson16@email.com,Online
C1024,Barry Burnett,b.burnett16@email.com,Online
C1025,Ricky Doyle,r.doyle90@email.com,Online
C1026,Amy Cohen,a.cohen94@email.com,In store
C1027,Laura Flynn,l.flynn82@email.com,Online
C1028,Ryan Friedman,r.friedman88@email.com,Online
C1029,Melinda Bruce,m.bruce36@email.com,Online
C1030,Gregory Giles,g.giles19@email.com,Online
C1031,Cathy Clark,c.clark32@email.com,Online
C1032,Meghan Wolf,m.wolf50@email.com,In store
C1033,Krista Jones,k.jones60@email.com,In store
C1034,Amber Brewer,a.brewer10@email.com,In store
C1035,Joseph Stewart,j.stewart65@email.com,In store
C1036,Robert Jacobson,r.jacobson80@email.com,App
C1037,Christopher Thomas,c.thomas84@email.com,In store
C1038,Jeffrey Fitzgerald,j.fitzgerald58@email.com,App
C1039,Austin Riddle,a.riddle58@email.com,App
C1040,Dawn Soto,d.soto83@email.com,In store
C1041,Dana Griffin,d.griffin83@email.com,Online
C1042,Juan Maldonado,j.maldonado68@email.com,App
C1043,Brian Simmons,b.simmons19@email.com,App
C1044,Valerie Cobb,v.cobb62@email.com,Online
C1045,Robert Fry,r.fry17@email.com,App
C1046,Jacqueline Walsh,j.walsh93@email.com,App
C1047,Melissa Rogers,m.rogers60@email.com,App
C1048,Robert Graham,r.graham69@email.com,In store
C1049,Dustin Crawford,d.crawford62@email.com,Online
C1050,Mary Wong,m.wong40@email.com,In store
C1051,Michelle Salinas,m.salinas22@email.com,In store
C1052,Kimberly Lee,k.lee40@email.com,In store
C1053,Crystal Grant,c.grant36@email.com,In store
C1054,Amy Thomas,a.thomas90@email.com,App
C1055,Brittney Thomas,b.thomas60@email.com,App
C1056,Richard Torres,r.torres49@email.com,In store
C1057,Caroline Roberts,c.roberts71@email.com,Online
C1058,Jeremy Smith,j.smith24@email.com,App
C1059,Crystal Dominguez,c.dominguez79@email.com,Online
C1060,Briana Brown,b.brown17@email.com,App
C1061,Kevin Leonard,k.leonard72@email.com,App
C1062,Madison Brown,m.brown51@email.com,App
C1063,Amy Robinson,a.robinson75@email.com,In store
C1064,Rachel Watson,r.watson10@email.com,Online
C1065,William Brown,w.brown96@email.com,In store
C1066,Lynn May,l.may46@email.com,In store
C1067,Tami Mills,t.mills20@email.com,Online
C1068,Anthony Jones,a.jones56@email.com,Online
C1069,Meredith Lopez,m.lopez98@email.com,App
C1070,David Martin,d.martin13@email.com,App
C1071,Morgan Hernandez,m.hernandez86@email.com,App
C1072,Tracie West,t.west86@email.com,App
C1073,Cheryl Sanchez,c.sanchez21@email.com,Online
C1074,Angela Beck,a.beck46@email.com,Online
C1075,Alison Mcmillan,a.mcmillan32@email.com,App
C1076,Reginald Hill,r.hill28@email.com,App
C1077,Timothy Douglas,t.douglas97@email.com,App
C1078,Christine Li,c.li13@email.com,Online
C1079,Tina Jones,t.jones21@email.com,In store
C1080,Victoria Moreno,v.moreno44@email.com,App
C1081,Aaron Perez,a.perez52@email.com,Online
C1082,Cassandra Davis,c.davis76@email.com,In store
C1083,Roger Wiley,r.wiley73@email.com,In store
C1084,Monica Williams,m.williams61@email.com,In store
C1085,Caroline Morales,c.morales92@email.com,App
C1086,Ellen Morris,e.morris42@email.com,In store
C1087,Barbara Higgins,b.higgins44@email.com,In store
C1088,Rebecca Gilbert,r.gilbert54@email.com,In store
C1089,Michael Rodriguez,m.rodriguez77@email.com,Online
